amount_tsh,date_recorded,gps_height,basin,region,population,scheme_management,permit,construction_year,extraction_type_class,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,month_recorded,age
0.0,2011-07-23,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,functional,7,41
0.0,2013-02-17,1387,Internal,Manyara,360,VWC,True,1970-01-01 00:00:00.000002006,handpump,never pay,good,enough,shallow well,hand pump,functional,2,43
300.0,2011-03-31,265,Rufiji,Morogoro,125,Company,True,1970-01-01 00:00:00.000001995,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,3,41
0.0,2013-01-26,1839,Internal,Manyara,823,Parastatal,True,1970-01-01 00:00:00.000002003,gravity,never pay,good,enough,river/lake,communal standpipe,functional,1,43
0.0,2013-03-19,1447,Internal,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-03-04,0,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001997,handpump,never pay,good,seasonal,shallow well,hand pump,non functional,3,41
0.0,2011-07-19,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2011-07-19,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,shallow well,hand pump,non functional,7,41
0.0,2013-02-13,1331,Lake Tanganyika,Kigoma,350,VWC,False,1970-01-01 00:00:00.000002004,handpump,unknown,good,enough,shallow well,hand pump,functional,2,43
0.0,2011-03-22,-32,Rufiji,Pwani,120,VWC,False,1970-01-01 00:00:00.000002007,handpump,never pay,good,enough,shallow well,hand pump,non functional,3,41
200.0,2011-02-22,2552,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,2,41
50.0,2013-03-21,18,Wami/Ruvu,Dar es Salaam,100,WUG,False,1970-01-01 00:00:00.000002000,submersible,per bucket,good,enough,borehole,communal standpipe,non functional,3,43
500.0,2011-03-03,450,Wami/Ruvu,Morogoro,140,VWC,True,1970-01-01 00:00:00.000002004,handpump,monthly,good,enough,shallow well,hand pump,functional,3,41
500.0,2011-02-18,1769,Rufiji,Iringa,120,VWC,True,1970-01-01 00:00:00.000002005,gravity,monthly,good,enough,river/lake,communal standpipe,functional,2,41
0.0,2013-02-25,1459,Lake Victoria,Mara,590,Other,True,1970-01-01 00:00:00.000001995,handpump,unknown,good,insufficient,shallow well,hand pump,non functional,2,43
15000.0,2013-03-24,1336,Internal,Arusha,954,VWC,True,1970-01-01 00:00:00.000002007,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,3,43
0.0,2013-01-17,1244,Lake Tanganyika,Kigoma,5300,Water authority,False,1970-01-01 00:00:00.000001994,handpump,never pay,good,unknown,shallow well,hand pump,functional,1,43
100.0,2011-02-20,115,Rufiji,Pwani,1,VWC,True,1970-01-01 00:00:00.000002004,motorpump,per bucket,good,enough,borehole,communal standpipe,non functional,2,41
10.0,2013-09-03,785,Pangani,Kilimanjaro,20,WUA,True,1970-01-01 00:00:00.000002001,gravity,per bucket,good,enough,spring,communal standpipe,functional,9,43
0.0,2011-04-01,486,Wami/Ruvu,Morogoro,400,VWC,True,1970-01-01 00:00:00.000001995,gravity,on failure,unknown,dry,river/lake,communal standpipe,non functional,4,41
0.0,2013-02-18,1589,Internal,Manyara,251,VWC,True,1970-01-01 00:00:00.000002008,gravity,never pay,good,insufficient,spring,communal standpipe,functional,2,43
0.0,2011-07-25,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,other,functional,7,41
0.0,2013-03-21,1286,Pangani,Kilimanjaro,50,VWC,True,1970-01-01 00:00:00.000002000,gravity,never pay,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-03-30,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,never pay,good,enough,borehole,communal standpipe,non functional,3,41
1000.0,2013-01-26,796,Lake Tanganyika,Rukwa,400,VWC,True,1970-01-01 00:00:00.000001997,handpump,monthly,salty,enough,borehole,hand pump,non functional,1,43
0.0,2013-03-14,1184,Ruvuma/Southern Coast,Ruvuma,1230,Other,True,1970-01-01 00:00:00.000002009,handpump,never pay,good,dry,shallow well,hand pump,non functional,3,43
0.0,2012-11-15,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,11,42
0.0,2013-01-21,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional needs repair,1,43
0.0,2013-03-06,1399,Lake Victoria,Mara,100,WUG,True,1970-01-01 00:00:00.000002010,motorpump,never pay,salty,insufficient,borehole,communal standpipe,functional,3,43
500.0,2013-02-03,46,Ruvuma/Southern Coast,Mtwara,500,VWC,True,1970-01-01 00:00:00.000000000,submersible,monthly,good,enough,borehole,communal standpipe,functional,2,43
5000.0,2013-02-11,620,Ruvuma/Southern Coast,Ruvuma,1,VWC,False,1970-01-01 00:00:00.000002009,handpump,annually,good,enough,borehole,hand pump,functional,2,43
0.0,2013-01-25,296,Ruvuma/Southern Coast,Lindi,564,VWC,False,1970-01-01 00:00:00.000002011,handpump,never pay,good,seasonal,rainwater harvesting,hand pump,functional,1,43
0.0,2011-04-09,0,Rufiji,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,seasonal,river/lake,communal standpipe,functional,4,41
0.0,2011-02-23,82,Wami/Ruvu,Pwani,1,VWC,False,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,river/lake,communal standpipe,functional,2,41
0.0,2011-04-15,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,4,41
20.0,2011-03-03,8,Rufiji,Pwani,1,VWC,True,1970-01-01 00:00:00.000002010,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,3,41
0.0,2011-07-28,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,salty,dry,shallow well,hand pump,non functional,7,41
0.0,2011-02-27,51,Wami/Ruvu,Pwani,1265,WUG,False,1970-01-01 00:00:00.000002008,submersible,never pay,good,enough,borehole,communal standpipe,functional,2,41
0.0,2011-08-05,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,8,41
0.0,2013-02-26,1694,Pangani,Kilimanjaro,50,VWC,True,1970-01-01 00:00:00.000002009,gravity,unknown,good,enough,spring,communal standpipe,functional,2,43
0.0,2011-03-29,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,never pay,good,enough,borehole,communal standpipe,functional,3,41
0.0,2011-02-23,1774,Rufiji,Iringa,450,VWC,True,1970-01-01 00:00:00.000001990,handpump,never pay,good,enough,borehole,hand pump,functional,2,41
0.0,2012-10-19,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,other,unknown,salty,insufficient,shallow well,other,functional needs repair,10,42
0.0,2011-03-20,318,Rufiji,Morogoro,257,Water Board,True,1970-01-01 00:00:00.000001995,gravity,never pay,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2013-03-18,20,Wami/Ruvu,Dar es Salaam,250,WUG,False,1970-01-01 00:00:00.000002000,handpump,on failure,good,enough,shallow well,hand pump,functional,3,43
1000.0,2011-02-27,2056,Lake Nyasa,Iringa,5,VWC,False,1970-01-01 00:00:00.000002006,gravity,monthly,colored,insufficient,spring,communal standpipe,functional,2,41
33.0,2013-03-13,733,Pangani,Kilimanjaro,100,Water Board,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,borehole,communal standpipe,functional,3,43
0.0,2011-04-17,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,4,41
0.0,2011-03-20,43,Rufiji,Pwani,5153,VWC,False,1970-01-01 00:00:00.000002007,handpump,never pay,good,seasonal,shallow well,hand pump,functional,3,41
0.0,2011-07-31,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,salty,dry,shallow well,hand pump,non functional,7,41
30.0,2011-03-04,299,Wami/Ruvu,Pwani,20,WUA,True,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-03-18,735,Wami/Ruvu,Morogoro,1,VWC,True,1970-01-01 00:00:00.000001997,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
500.0,2013-01-22,1022,Lake Tanganyika,Kigoma,160,VWC,True,1970-01-01 00:00:00.000002007,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,1,43
500.0,2013-01-30,1506,Internal,Singida,400,VWC,True,1970-01-01 00:00:00.000001995,handpump,on failure,good,enough,shallow well,hand pump,functional,1,43
0.0,2013-01-27,222,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001980,submersible,never pay,good,dry,borehole,communal standpipe,non functional,1,43
0.0,2011-03-08,337,Wami/Ruvu,Morogoro,50,VWC,True,1970-01-01 00:00:00.000002009,other,never pay,salty,dry,shallow well,other,non functional,3,41
0.0,2011-08-03,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,rainwater harvesting,other,functional,8,41
0.0,2011-03-05,267,Pangani,Tanga,250,VWC,False,1970-01-01 00:00:00.000001997,gravity,never pay,good,insufficient,river/lake,communal standpipe,functional,3,41
5.0,2013-03-19,926,Pangani,Kilimanjaro,25,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-02-23,54,Wami/Ruvu,Pwani,1000,VWC,False,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,river/lake,communal standpipe,non functional,2,41
500.0,2011-04-15,1848,Rufiji,Iringa,85,WUA,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,functional,4,41
0.0,2011-04-11,0,Wami/Ruvu,Morogoro,350,VWC,True,1970-01-01 00:00:00.000002001,handpump,never pay,salty,insufficient,shallow well,hand pump,non functional,4,41
15.0,2013-03-27,1044,Internal,Arusha,100,VWC,True,1970-01-01 00:00:00.000001998,gravity,per bucket,good,seasonal,river/lake,communal standpipe,functional,3,43
200.0,2013-01-18,643,Ruvuma/Southern Coast,Lindi,235,WUA,False,1970-01-01 00:00:00.000002012,submersible,per bucket,good,insufficient,river/lake,communal standpipe,non functional,1,43
0.0,2011-02-22,64,Wami/Ruvu,Pwani,160,VWC,False,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,river/lake,communal standpipe,non functional,2,41
0.0,2011-08-13,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,8,41
3000.0,2011-03-16,1030,Lake Nyasa,Iringa,52,VWC,False,1970-01-01 00:00:00.000001986,gravity,monthly,good,dry,spring,communal standpipe,non functional,3,41
50.0,2011-03-17,-8,Wami/Ruvu,Pwani,40,Company,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
500.0,2011-08-04,1669,Rufiji,Iringa,350,WUA,True,1970-01-01 00:00:00.000001978,gravity,monthly,good,dry,river/lake,communal standpipe,non functional,8,41
0.0,2011-08-09,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,enough,shallow well,other,non functional,8,41
200.0,2011-03-28,273,Rufiji,Morogoro,260,WUA,True,1970-01-01 00:00:00.000001998,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,3,41
0.0,2011-03-16,1753,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001985,gravity,never pay,good,enough,spring,communal standpipe,functional needs repair,3,41
5.0,2013-03-16,920,Pangani,Kilimanjaro,50,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,3,43
5.0,2013-11-03,1152,Pangani,Kilimanjaro,20,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,11,43
0.0,2012-10-19,1216,Lake Victoria,Mara,250,VWC,False,1970-01-01 00:00:00.000002003,handpump,unknown,salty,insufficient,shallow well,hand pump,functional,10,42
0.0,2011-06-04,1749,Rufiji,Iringa,130,VWC,True,1970-01-01 00:00:00.000002009,gravity,on failure,good,enough,spring,communal standpipe,functional,6,41
10.0,2013-02-26,1566,Internal,Manyara,340,Parastatal,True,1970-01-01 00:00:00.000002012,gravity,per bucket,good,enough,spring,communal standpipe,functional,2,43
1500.0,2011-04-04,2181,Rufiji,Iringa,48,VWC,True,1970-01-01 00:00:00.000002007,gravity,annually,good,enough,spring,communal standpipe,functional,4,41
0.0,2013-02-19,1286,Internal,Manyara,480,Water Board,True,1970-01-01 00:00:00.000002011,gravity,never pay,good,insufficient,river/lake,communal standpipe,non functional,2,43
0.0,2012-10-06,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,salty,insufficient,shallow well,hand pump,functional,10,42
2000.0,2011-03-06,1580,Lake Nyasa,Iringa,80,WUA,False,1970-01-01 00:00:00.000002008,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
100.0,2013-02-16,1491,Wami/Ruvu,Manyara,400,Water Board,True,1970-01-01 00:00:00.000002002,submersible,per bucket,salty,insufficient,borehole,communal standpipe,functional,2,43
1200.0,2011-03-03,1610,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,annually,good,enough,borehole,hand pump,functional,3,41
0.0,2013-02-21,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,on failure,salty,enough,shallow well,hand pump,functional needs repair,2,43
0.0,2011-07-11,0,Lake Victoria,Kagera,0,WUA,True,1970-01-01 00:00:00.000000000,handpump,monthly,good,insufficient,shallow well,hand pump,functional,7,41
0.0,2013-02-28,1259,Pangani,Kilimanjaro,80,VWC,True,1970-01-01 00:00:00.000001975,gravity,unknown,good,insufficient,spring,communal standpipe,functional,2,43
0.0,2013-04-04,1067,Pangani,Kilimanjaro,320,Water authority,True,1970-01-01 00:00:00.000002010,gravity,never pay,good,insufficient,spring,communal standpipe,functional,4,43
30.0,2011-02-27,247,Wami/Ruvu,Pwani,25,WUA,True,1970-01-01 00:00:00.000002003,submersible,per bucket,good,enough,river/lake,communal standpipe,non functional,2,41
300.0,2011-02-26,-10,Rufiji,Pwani,1,VWC,True,1970-01-01 00:00:00.000001974,motorpump,other,good,insufficient,borehole,communal standpipe,non functional,2,41
0.0,2011-07-08,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,shallow well,hand pump,functional,7,41
0.0,2011-07-13,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,7,41
0.0,2011-07-15,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,improved spring,functional,7,41
500.0,2011-10-04,1521,Rufiji,Iringa,150,WUA,True,1970-01-01 00:00:00.000001978,gravity,monthly,good,enough,river/lake,communal standpipe,functional,10,41
0.0,2011-04-04,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,never pay,good,dry,borehole,communal standpipe,non functional,4,41
0.0,2011-04-09,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,salty,dry,borehole,communal standpipe,non functional,4,41
0.0,2013-02-03,1279,Lake Tanganyika,Kigoma,150,VWC,False,1970-01-01 00:00:00.000002012,handpump,unknown,good,enough,shallow well,hand pump,functional,2,43
0.0,2011-04-09,0,Rufiji,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,seasonal,river/lake,communal standpipe,functional,4,41
500.0,2011-04-16,1841,Rufiji,Iringa,250,WUA,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,functional,4,41
0.0,2012-10-19,0,Internal,Tabora,0,Water authority,False,1970-01-01 00:00:00.000000000,other,never pay,salty,insufficient,shallow well,other,non functional,10,42
0.0,2013-03-04,1640,Lake Victoria,Mara,500,Other,True,1970-01-01 00:00:00.000002011,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,3,43
0.0,2011-12-03,2153,Lake Nyasa,Iringa,20,VWC,True,1970-01-01 00:00:00.000001998,gravity,on failure,good,enough,spring,communal standpipe,functional,12,41
200.0,2011-03-25,260,Rufiji,Morogoro,300,WUA,True,1970-01-01 00:00:00.000002006,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,3,41
200.0,2011-03-23,13,Wami/Ruvu,Pwani,20,Company,True,1970-01-01 00:00:00.000001993,submersible,monthly,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-07-21,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,rope pump,never pay,good,dry,borehole,communal standpipe,non functional,7,41
0.0,2011-03-22,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
1000.0,2011-03-02,1611,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001983,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
300.0,2013-02-17,856,Pangani,Kilimanjaro,140,VWC,False,1970-01-01 00:00:00.000001992,gravity,monthly,good,insufficient,spring,communal standpipe,functional,2,43
0.0,2011-04-12,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,river/lake,communal standpipe,functional,4,41
30.0,2013-02-06,1677,Internal,Manyara,92,Parastatal,True,1970-01-01 00:00:00.000002009,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,2,43
0.0,2012-10-20,0,Internal,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,never pay,good,enough,borehole,communal standpipe,non functional,10,42
0.0,2011-07-10,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,other,functional,7,41
500.0,2011-03-08,1613,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001971,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
20.0,2011-03-18,-23,Wami/Ruvu,Pwani,25,WUG,False,1970-01-01 00:00:00.000002009,handpump,per bucket,good,enough,shallow well,hand pump,functional,3,41
0.0,2011-07-13,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2013-03-07,1243,Pangani,Kilimanjaro,1,Company,True,1970-01-01 00:00:00.000002003,gravity,monthly,good,insufficient,spring,communal standpipe,non functional,3,43
0.0,2011-03-30,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,other,never pay,good,dry,borehole,communal standpipe,non functional,3,41
0.0,2012-10-18,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,salty,enough,shallow well,hand pump,functional,10,42
0.0,2013-03-03,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,dry,shallow well,hand pump,non functional,3,43
0.0,2011-03-15,0,Rufiji,Dodoma,0,Private operator,True,1970-01-01 00:00:00.000000000,submersible,per bucket,good,insufficient,borehole,communal standpipe,functional,3,41
0.0,2013-02-03,1932,Internal,Manyara,1,VWC,True,1970-01-01 00:00:00.000001993,gravity,never pay,good,insufficient,spring,communal standpipe,functional,2,43
500.0,2011-02-27,1647,Rufiji,Iringa,40,VWC,False,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,2,41
5000.0,2011-03-24,1930,Rufiji,Iringa,125,WUA,True,1970-01-01 00:00:00.000001993,gravity,annually,good,enough,river/lake,communal standpipe,functional,3,41
250.0,2013-02-03,1511,Lake Tanganyika,Kigoma,390,Water authority,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,2,43
0.0,2011-04-07,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,shallow well,hand pump,functional,4,41
0.0,2012-10-12,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,other,per bucket,good,dry,spring,communal standpipe,non functional,10,42
0.0,2011-03-04,91,Pangani,Tanga,150,VWC,False,1970-01-01 00:00:00.000001983,other,never pay,milky,insufficient,shallow well,other,non functional,3,41
50.0,2011-02-26,21,Wami/Ruvu,Pwani,6922,Private operator,False,1970-01-01 00:00:00.000002009,submersible,per bucket,good,enough,borehole,communal standpipe,functional,2,41
0.0,2013-03-25,1217,Internal,Arusha,520,VWC,True,1970-01-01 00:00:00.000001973,gravity,never pay,good,enough,spring,communal standpipe,functional needs repair,3,43
0.0,2013-01-16,115,Ruvuma/Southern Coast,Lindi,1,VWC,False,1970-01-01 00:00:00.000002004,gravity,never pay,good,dry,river/lake,communal standpipe,non functional,1,43
0.0,2013-03-17,58,Wami/Ruvu,Dar es Salaam,350,Parastatal,False,1970-01-01 00:00:00.000002000,other,never pay,good,enough,shallow well,other,non functional,3,43
0.0,2011-07-16,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,7,41
0.0,2011-03-09,321,Wami/Ruvu,Morogoro,1,VWC,True,1970-01-01 00:00:00.000001969,submersible,never pay,good,insufficient,borehole,communal standpipe,non functional,3,41
0.0,2011-08-25,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,monthly,good,insufficient,borehole,hand pump,functional needs repair,8,41
0.0,2013-02-13,1196,Lake Tanganyika,Kigoma,500,VWC,False,1970-01-01 00:00:00.000001991,gravity,unknown,good,insufficient,spring,communal standpipe,non functional,2,43
0.0,2013-03-04,1570,Lake Victoria,Mara,2000,Other,True,1970-01-01 00:00:00.000001992,handpump,unknown,good,insufficient,shallow well,hand pump,functional,3,43
0.0,2011-04-15,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,functional,4,41
0.0,2011-07-28,0,Lake Victoria,Kagera,0,WUG,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
20.0,2013-02-14,948,Pangani,Kilimanjaro,20,Water authority,True,1970-01-01 00:00:00.000002000,submersible,per bucket,good,enough,borehole,communal standpipe,non functional,2,43
30.0,2011-08-03,61,Pangani,Tanga,100,VWC,True,1970-01-01 00:00:00.000002009,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,8,41
0.0,2013-02-05,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,borehole,hand pump,functional,2,43
250.0,2013-02-08,1079,Lake Tanganyika,Kigoma,390,Water authority,True,1970-01-01 00:00:00.000002000,gravity,monthly,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2013-02-02,1861,Lake Rukwa,Rukwa,0,VWC,True,1970-01-01 00:00:00.000002005,gravity,never pay,good,enough,river/lake,communal standpipe,functional,2,43
1000.0,2011-03-22,0,Wami/Ruvu,Tanga,170,VWC,True,1970-01-01 00:00:00.000001995,handpump,annually,salty,enough,shallow well,hand pump,functional,3,41
500.0,2011-02-27,1723,Rufiji,Iringa,20,Water Board,False,1970-01-01 00:00:00.000002007,gravity,on failure,good,enough,spring,communal standpipe,functional,2,41
600.0,2013-01-26,813,Lake Tanganyika,Kigoma,320,WUG,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,river/lake,communal standpipe,functional,1,43
0.0,2013-01-21,0,Lake Victoria,Shinyanga,0,Parastatal,False,1970-01-01 00:00:00.000000000,handpump,never pay,unknown,enough,shallow well,hand pump,non functional,1,43
0.0,2013-02-14,1295,Lake Tanganyika,Kigoma,350,VWC,False,1970-01-01 00:00:00.000001993,gravity,unknown,good,enough,spring,communal standpipe,non functional,2,43
500.0,2013-02-10,861,Rufiji,Ruvuma,630,VWC,True,1970-01-01 00:00:00.000001982,gravity,monthly,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2011-04-07,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,on failure,good,seasonal,river/lake,communal standpipe,functional,4,41
0.0,2011-07-18,1637,Lake Rukwa,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001989,other,never pay,unknown,enough,borehole,other,non functional,7,41
50.0,2011-04-03,729,Pangani,Tanga,90,VWC,False,1970-01-01 00:00:00.000002006,submersible,per bucket,good,insufficient,dam,communal standpipe,functional,4,41
0.0,2011-03-06,366,Rufiji,Morogoro,438,Water Board,True,1970-01-01 00:00:00.000002000,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,3,41
0.0,2013-03-22,1858,Internal,Arusha,150,VWC,True,1970-01-01 00:00:00.000002000,gravity,never pay,good,enough,spring,communal standpipe,functional,3,43
12000.0,2011-07-16,1115,Lake Rukwa,Rukwa,80,VWC,True,1970-01-01 00:00:00.000002008,gravity,annually,good,enough,spring,communal standpipe,functional needs repair,7,41
0.0,2011-07-05,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,river/lake,communal standpipe,functional,7,41
0.0,2013-02-03,1335,Lake Tanganyika,Kigoma,200,VWC,False,1970-01-01 00:00:00.000002009,handpump,unknown,good,insufficient,shallow well,hand pump,non functional,2,43
50.0,2013-01-23,306,Ruvuma/Southern Coast,Mtwara,260,Water Board,True,1970-01-01 00:00:00.000001982,submersible,per bucket,good,enough,borehole,communal standpipe,functional,1,43
0.0,2012-10-04,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,unknown,salty,seasonal,shallow well,hand pump,functional,10,42
500.0,2011-03-21,2113,Rufiji,Iringa,100,VWC,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
3000.0,2013-01-30,1909,Lake Tanganyika,Rukwa,0,VWC,True,1970-01-01 00:00:00.000001982,handpump,annually,good,enough,borehole,hand pump,functional,1,43
0.0,2013-02-24,838,Pangani,Kilimanjaro,500,Private operator,False,1970-01-01 00:00:00.000001984,gravity,never pay,good,enough,rainwater harvesting,communal standpipe,non functional,2,43
0.0,2013-02-16,1630,Internal,Manyara,412,VWC,True,1970-01-01 00:00:00.000002002,gravity,never pay,good,insufficient,spring,communal standpipe,functional,2,43
30.0,2013-02-04,1067,Lake Rukwa,Rukwa,560,Water authority,True,1970-01-01 00:00:00.000001984,handpump,per bucket,good,enough,borehole,hand pump,functional,2,43
0.0,2011-02-24,1724,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000002000,handpump,never pay,good,enough,shallow well,hand pump,non functional,2,41
500.0,2013-03-29,1620,Pangani,Kilimanjaro,80,Water authority,True,1970-01-01 00:00:00.000002004,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,3,43
